violationid,buildingid,boro,zip,inspectiondate,originalcorrectbydate,newcorrectbydate,novdescription,class,currentstatus,currentstatusdate,currentstatusdate 
10009132,36088,MANHATTAN,10024.0,2013-10-01,2013-11-15,2013-12-13,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         1st DOOR  FROM WEST AT NORTH WALL,         1st RISER  FROM NORTH AT EAST WALL,         EAST WALL,         1st WINDOW FRAME  FROM NORTH AT EAST WALL IN THE 1st ROOM  FROM NORTH LOCATED AT APT 4B, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-03-05,2015-03-05
10009135,36088,MANHATTAN,10024.0,2013-10-01,2013-11-15,2013-12-13,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st DOOR  FROM WEST AT NORTH WALL,         1st RADIATOR  FROM NORTH AT EAST WALL,         WEST WALL,         2nd WINDOW FRAME  FROM EAST AT SOUTH WALL,         1st WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 4th ROOM  FROM NORTH LOCATED AT APT 4B, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-03-05,2015-03-05
10009203,250398,BROOKLYN,11226.0,2013-10-16,2013-11-15,2013-11-29,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM EAST AT SOUTH WALL DOOR IN THE PRIVATE HALLWAY  LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-10-02,2014-10-02
10009204,250398,BROOKLYN,11226.0,2013-10-16,2013-11-15,2013-11-29,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           NORTH WALL,         WEST WALL IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-10-02,2014-10-02
10010055,27959,MANHATTAN,10033.0,2013-10-16,2013-11-18,2013-12-02,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM WEST AT NORTH WALL DOOR FRAME IN THE 1st ROOM  FROM NORTH LOCATED AT APT 42, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2016-08-01,2016-08-01
10010738,309623,BROOKLYN,11212.0,2013-10-18,2013-11-25,2013-12-25,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL  IN THE FOYER  LOCATED AT APT 3F, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",B,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-09,2014-10-09
10010741,309623,BROOKLYN,11212.0,2013-10-18,2013-11-25,2013-12-25,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH AND EAST WALLS  IN THE 3rd LIVING ROOM  FROM EAST LOCATED AT APT 3F, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",B,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2014-10-09,2014-10-09
10011585,1035,MANHATTAN,10128.0,2013-10-20,2015-05-19,2013-11-13,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE 2nd BEDROOM  FROM EAST LOCATED AT APT 4, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",C,VIOLATION DISMISSED,2015-08-03,2015-08-03
10015836,66745,BRONX,10458.0,2013-10-19,2013-11-21,2013-12-05,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          CEILING,         NORTH WALL IN THE 4th ROOM  FROM EAST LOCATED AT APT 5, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-08-04,2014-08-04
10015839,66745,BRONX,10458.0,2013-10-19,2013-11-21,2013-12-05,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          EAST WALL IN THE BATHROOM  LOCATED AT APT 5, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-08-04,2014-08-04
10017584,3621,MANHATTAN,10039.0,2013-10-16,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING IN THE PRIVATE HALLWAY  LOCATED AT APT 19, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2013-12-05,2013-12-05
10017585,3621,MANHATTAN,10039.0,2013-10-16,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)          CEILING,         NORTH WALL,         WEST WALL IN THE 5th ROOM  FROM EAST LOCATED AT APT 19, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2013-12-05,2013-12-05
10017774,344337,BROOKLYN,11226.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM EAST AT SOUTH WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL IN THE KITCHEN  LOCATED AT APT C3, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-09-25,2014-09-25
10017775,344337,BROOKLYN,11226.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT C3, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-09-25,2014-09-25
10017777,344337,BROOKLYN,11226.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM EAST AT SOUTH WALL IN THE FOYER  LOCATED AT APT C3, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2014-09-25,2014-09-25
10017996,809910,BROOKLYN,11225.0,2013-10-24,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR  FROM EAST AT SOUTH WALL,         1st DOOR FRAME  FROM EAST AT SOUTH WALL IN THE FOYER  LOCATED AT APT 1M, 1st STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION  AT  WEST",C,VIOLATION CLOSED,2014-10-07,2014-10-07
10018035,355150,BROOKLYN,11225.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           2nd RISER  FROM WEST AT NORTH WALL,         1st RISER  FROM EAST AT SOUTH WALL,         1st WINDOW FRAME  FROM SOUTH AT WEST WALL IN THE KITCHEN  LOCATED AT APT A1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-06-30,2016-06-30
10018037,355150,BROOKLYN,11225.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM NORTH AT EAST WALL,         1st WINDOW FRAME  FROM SOUTH AT WEST WALL IN THE BATHROOM  LOCATED AT APT A1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-06-30,2016-06-30
10018038,355150,BROOKLYN,11225.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM NORTH AT EAST WALL DOOR FRAME,         1st DOOR FRAME  FROM NORTH AT EAST WALL,         WEST WALL,         1st WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 2nd ROOM  FROM NORTH LOCATED AT APT A1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-06-30,2016-06-30
10018039,355150,BROOKLYN,11225.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM EAST AT SOUTH WALL,         EAST WALL,         1st WINDOW FRAME  FROM WEST AT NORTH WALL,         2nd WINDOW FRAME  FROM WEST AT NORTH WALL IN THE 1st ROOM  FROM NORTH LOCATED AT APT A1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-06-30,2016-06-30
10018040,355150,BROOKLYN,11225.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR  FROM NORTH AT EAST WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE FOYER  LOCATED AT APT A1, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2016-06-30,2016-06-30
10018822,25134,MANHATTAN,10033.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ï¿½ï¿½11-06(B)(2)           1st DOOR  FROM NORTH AT EAST WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE FOYER  LOCATED AT APT 52, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST",C,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2017-08-19,2017-08-19
10018834,112867,BRONX,10457.0,2013-10-16,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st CLOSET  FROM EAST AT SOUTH WALL WALL,         1st CLOSET  FROM NORTH AT EAST WALL WALL,         1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE FOYER  LOCATED AT APT 2C, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-02-06,2015-02-06
10018835,112867,BRONX,10457.0,2013-10-16,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st CLOSET  FROM NORTH AT EAST WALL CEILING,         1st CLOSET  FROM SOUTH AT WEST WALL WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 2C, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",C,VIOLATION CLOSED,2015-02-06,2015-02-06
10019125,109960,BRONX,10459.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st WINDOW FRAME  FROM NORTH AT EAST WALL IN THE 4th ROOM  FROM NORTH LOCATED AT APT 507, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,VIOLATION DISMISSED,2016-02-01,2016-02-01
10019126,109960,BRONX,10459.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR  FROM SOUTH AT WEST WALL,         1st DOOR FRAME  FROM SOUTH AT WEST WALL IN THE 3rd BATHROOM  FROM NORTH LOCATED AT APT 507, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,VIOLATION CLOSED,2016-03-01,2016-03-01
10019127,109960,BRONX,10459.0,2013-10-23,2013-11-25,2013-12-09,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM SOUTH AT WEST WALL IN THE KITCHENETTE  LOCATED AT APT 507, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH",C,VIOLATION CLOSED,2016-03-01,2016-03-01
10020094,116661,BRONX,10468.0,2013-10-18,2013-11-26,2013-12-10,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st DOOR  FROM EAST AT SOUTH WALL,         EAST WALL IN THE 3rd ROOM  FROM EAST LOCATED AT APT 5S, 5th STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2014-10-02,2014-10-02
10021084,243347,BROOKLYN,11230.0,2013-10-17,2013-11-27,2013-12-11,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          1st WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT A5, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",C,DEFECT LETTER ISSUED,2015-08-19,2015-08-19
10021085,243347,BROOKLYN,11230.0,2013-10-17,2013-11-27,2013-12-11,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          NORTH WALL IN THE PRIVATE HALLWAY  LOCATED AT APT A5, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",C,NOT COMPLIED WITH,2015-08-19,2015-08-19
10021551,73731,BRONX,10467.0,2013-10-29,2014-02-03,2014-04-04,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH AND EAST WALLS  IN THE BATHROOM  LOCATED AT APT 3H, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH",A,VIOLATION CLOSED,2014-08-04,2014-08-04
10021552,73731,BRONX,10467.0,2013-10-29,2014-02-03,2014-04-04,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL CEILINGS,WALLS AND TRIMS  IN THE ENTIRE APARTMENT  LOCATED AT APT 3H, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH",A,VIOLATION CLOSED,2014-08-04,2014-08-04
10021554,73731,BRONX,10467.0,2013-10-29,2013-12-05,2014-01-04,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 3H, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2014-08-04,2014-08-04
10021556,73731,BRONX,10467.0,2013-10-29,2013-12-05,2014-01-04,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 3H, 3rd STORY, 4th APARTMENT FROM WEST AT NORTH",B,VIOLATION CLOSED,2014-08-04,2014-08-04
10022129,155392,BROOKLYN,11219.0,2013-10-26,2013-11-28,2013-12-12,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM WEST AT NORTH WALL DOOR,         1st CLOSET  FROM WEST AT NORTH WALL DOOR FRAME,         1st DOOR FRAME  FROM NORTH AT EAST WALL IN THE PRIVATE HALLWAY  LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2014-08-06,2014-08-06
10022130,155392,BROOKLYN,11219.0,2013-10-26,2013-11-28,2013-12-12,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM WEST AT NORTH WALL IN THE BATHROOM  LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2014-08-06,2014-08-06
10022131,155392,BROOKLYN,11219.0,2013-10-26,2013-11-28,2013-12-12,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st WINDOW FRAME  FROM EAST AT SOUTH WALL,         2nd WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 2nd ROOM  FROM EAST LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2014-08-06,2014-08-06
10022132,155392,BROOKLYN,11219.0,2013-10-26,2013-11-28,2013-12-12,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st CLOSET  FROM WEST AT NORTH WALL WALL IN THE 4th ROOM  FROM EAST LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",C,VIOLATION CLOSED,2014-08-06,2014-08-06
10022490,62966,BRONX,10454.0,2013-10-21,2013-11-28,2013-12-12,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)          WEST WALL IN THE KITCHEN  LOCATED AT APT 3B, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",C,DEFECT LETTER ISSUED,2015-05-01,2015-05-01
10022509,116935,BRONX,10468.0,2013-10-28,2013-11-28,2013-12-12,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st WINDOW FRAME  FROM EAST AT SOUTH WALL,         2nd WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE 3rd ROOM  FROM EAST LOCATED AT APT 6H, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-02-04,2015-02-04
10022510,116935,BRONX,10468.0,2013-10-28,2013-11-28,2013-12-12,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st WINDOW FRAME  FROM NORTH AT EAST WALL IN THE 1st ROOM  FROM EAST LOCATED AT APT 6H, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",C,VIOLATION CLOSED,2015-02-04,2015-02-04
10022698,380857,BROOKLYN,11234.0,2013-10-30,2013-12-06,2014-01-05,"SECTION 27-2005 ADMIN. CODE:  PROPERLY REPAIR THE BROKEN OR DEFECTIVE ELECTRIC OUTLET AT SOUTH WALL  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 2FL, 2nd STORY",B,VIOLATION CLOSED,2015-06-11,2015-06-11
10022795,380857,BROOKLYN,11234.0,2013-10-30,2013-12-06,2014-01-05,"SECTION 27-2005 ADMIN. CODE:  REPLACE WITH NEW THE MISSING COVER OF ELECTRIC OUTLET  AT NORTH WALL  IN THE 1st ROOM  FROM NORTH AT WEST LOCATED AT APT 2FL, 2nd STORY",B,VIOLATION CLOSED,2015-06-11,2015-06-11
10022823,380857,BROOKLYN,11234.0,2013-10-30,2013-12-06,2014-01-05,"SECTION 27-2026  ADMIN. CODE:  REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET ..  IN THE 1st BATHROOM  FROM NORTH LOCATED AT APT 2FL, 2nd STORY",B,VIOLATION CLOSED,2015-06-11,2015-06-11
10023268,109545,BRONX,10456.0,2013-10-29,2013-11-29,2013-12-13,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st WINDOW FRAME  FROM EAST AT SOUTH WALL IN THE BATHROOM  LOCATED AT APT 53S, 5th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION  AT  SOUTH",C,VIOLATION CLOSED,2015-02-24,2015-02-24
10026407,81593,BRONX,10468.0,2013-11-01,2013-12-04,2013-12-18,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM NORTH AT EAST WALL,         SOUTH WALL,         WEST WALL IN THE 3rd ROOM  FROM EAST AT NORTH LOCATED AT APT 3D, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION  AT  NORTH",C,VIOLATION CLOSED,2015-03-03,2015-03-03
10026408,81593,BRONX,10468.0,2013-11-01,2013-12-04,2013-12-18,"SECTION 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY ?11-06(B)(2)           1st DOOR FRAME  FROM WEST AT NORTH WALL IN THE FOYER  LOCATED AT APT 3D, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH , SECTION  AT  NORTH",C,VIOLATION CLOSED,2015-02-04,2015-02-04
10027011,303992,BROOKLYN,11237.0,2013-11-04,2014-02-10,2014-04-11,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ,           NORTH WALL,         EAST WALL IN THE KITCHEN  LOCATED AT APT 3, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",A,VIOLATION CLOSED,2016-05-27,2016-05-27
10027349,628602,QUEENS,11355.0,2013-11-05,2013-12-11,2014-01-10,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE INOPERATIVE INTERCOM SYSTEM FROM FIRST STORY PUBLIC HALL  TO  IN THE ENTIRE APARTMENT  LOCATED AT APT 3B, 3rd STORY",B,VIOLATION CLOSED,2015-11-05,2015-11-05
